date,CHUBU,"CHUGOKU, SHIKOKU",HOKKAIDO,KANTO,KINKI,"KYUSHU, OKINAWA.",NEAR JAPAN,TOHOKU
2010-03-01,168342.20000000013,92871.00000000009,207845.99999999977,288352.19999999984,144348.70000000007,381811.39999999956,87420.09999999998,291352.89999999985
2010-04-01,169252.10000000012,93272.80000000009,209100.49999999977,289708.4999999998,145139.70000000007,384868.59999999957,88151.29999999997,293517.9999999998
2010-05-01,170350.4000000001,93714.1000000001,210229.49999999977,291087.19999999984,145925.60000000006,390152.7999999996,88862.29999999997,295713.9999999998
2010-06-01,171215.3000000001,94137.4000000001,211559.99999999977,292544.69999999984,146647.50000000006,393664.7999999996,90171.09999999998,298414.7999999998
2010-07-01,172062.50000000012,94525.7000000001,212823.29999999976,294130.2999999998,147509.30000000005,396839.39999999956,91091.59999999998,302226.3999999998
2010-08-01,173033.00000000012,94985.1000000001,214132.49999999977,295696.5999999998,148345.60000000003,400112.09999999957,91962.69999999998,305966.1999999998
2010-09-01,173959.00000000012,95504.30000000009,215541.49999999977,297063.0999999998,149169.90000000002,403597.19999999955,92895.99999999999,309436.0999999998
2010-10-01,174952.10000000012,96016.6000000001,216842.69999999978,298577.3999999998,150027.30000000002,406594.0999999995,93672.39999999998,313262.99999999977
2010-11-01,175700.00000000012,96473.50000000009,217857.09999999977,300022.99999999977,150882.30000000002,409573.7999999995,94286.39999999998,315563.09999999974
2010-12-01,176570.9000000001,96952.80000000009,218947.99999999977,301403.8999999998,151784.30000000002,412646.0999999995,96538.59999999998,317654.49999999977
2011-01-01,177448.2000000001,97437.9000000001,220151.59999999977,302972.8999999998,152713.30000000002,415336.9999999995,98178.59999999998,319701.09999999974
2011-02-01,179125.6000000001,97847.0000000001,221227.29999999978,304423.8999999998,153457.40000000002,418454.89999999944,99056.99999999997,321726.39999999973
2011-03-01,187973.10000000012,98393.2000000001,222514.3999999998,335258.0999999998,154377.7,421887.4999999994,102406.89999999997,376912.39999999985
2011-04-01,191247.8000000001,98870.8000000001,223602.3999999998,355789.4999999997,155239.1,427527.4999999994,104720.19999999997,437919.4000000008
2011-05-01,193190.1000000001,99381.10000000011,224635.0999999998,371005.19999999966,156203.9,431416.69999999943,106966.19999999997,468461.8000000007
2011-06-01,195133.1000000001,100200.5000000001,225787.2999999998,380136.79999999964,156944.69999999998,434568.69999999943,108716.49999999997,483132.9000000006
2011-07-01,196847.80000000008,100693.10000000011,226964.6999999998,387685.19999999966,158049.19999999998,437518.69999999943,110263.29999999997,495196.2000000006
2011-08-01,199097.40000000008,101181.0000000001,228318.9999999998,395336.8999999997,158909.59999999998,441078.69999999943,111803.29999999997,507367.3000000006
2011-09-01,200369.70000000007,101568.4000000001,229862.1999999998,402408.19999999966,159612.3,444065.09999999945,112973.39999999998,517985.9000000006
2011-10-01,202982.20000000007,102065.80000000009,231093.2999999998,408783.19999999966,160729.69999999998,447403.69999999943,114337.29999999997,527876.1000000007
2011-11-01,204358.20000000007,103068.4000000001,232159.0999999998,415787.5999999997,161644.8,450328.09999999945,115505.09999999998,536993.6000000007
2011-12-01,205721.80000000008,103677.4000000001,233312.7999999998,422380.8999999997,162496.09999999998,454033.9999999995,116635.09999999998,545938.4000000007
2012-01-01,207542.10000000006,104185.6000000001,234394.39999999982,429074.7999999997,163314.59999999998,457029.09999999945,117810.99999999997,554193.0000000007
2012-02-01,208920.60000000006,104615.6000000001,235447.7999999998,434957.5999999997,164078.49999999997,459878.89999999944,118804.19999999997,561001.6000000007
2012-03-01,210039.40000000005,105085.50000000009,236617.5999999998,443257.5999999997,164842.79999999996,462808.39999999944,123003.19999999995,567806.7000000007
2012-04-01,210893.00000000006,105585.90000000008,237704.6999999998,449739.0999999997,165574.99999999997,465795.29999999946,124503.59999999995,575793.9000000006
2012-05-01,211892.50000000006,106061.90000000008,238820.0999999998,455291.8999999997,166322.19999999998,468830.6999999995,125768.99999999994,582827.7000000007
2012-06-01,212845.80000000005,106514.70000000008,239850.6999999998,460282.5999999997,167078.19999999998,471809.3999999995,126897.79999999994,588832.4000000006
2012-07-01,214336.80000000005,106952.70000000008,241170.7999999998,465273.99999999965,167768.8,474880.4999999995,128253.69999999994,594830.6000000007
2012-08-01,215305.50000000006,107373.10000000008,242587.39999999982,470073.99999999965,168463.19999999998,478288.4999999995,129057.89999999994,600285.1000000007
2012-09-01,216229.70000000007,107867.20000000008,243735.59999999983,474885.0999999996,169141.69999999998,481372.4999999995,129950.79999999993,605542.7000000007
2012-10-01,217282.10000000006,108384.20000000008,244751.69999999984,479722.1999999996,169791.09999999998,485098.4999999995,130862.29999999993,610956.4000000006
2012-11-01,218200.70000000007,108857.20000000008,245664.69999999984,482576.7999999996,170442.8,488365.4999999995,131698.09999999992,615444.5000000006
2012-12-01,219128.10000000006,109344.80000000009,246611.79999999984,485003.7999999996,171156.5,490682.3999999995,132874.8999999999,622785.8000000006
2013-01-01,219921.60000000006,109884.4000000001,247702.29999999984,487352.09999999957,171913.4,493516.7999999995,133705.09999999992,627139.2000000007
2013-02-01,220645.50000000006,110288.2000000001,249490.09999999983,490859.4999999996,172561.6,496172.99999999953,134422.59999999992,631060.7000000007
2013-03-01,221833.20000000007,110779.5000000001,250686.19999999984,493846.4999999996,173377.6,498837.2999999995,135156.09999999992,635040.4000000006
2013-04-01,222815.40000000008,111285.7000000001,251849.89999999985,497281.1999999996,174903.4,504142.5999999995,135968.3999999999,638578.2000000007
2013-05-01,223771.70000000007,111811.7000000001,252955.89999999985,500316.9999999996,175837.4,508560.7999999995,136807.2999999999,641843.2000000007
2013-06-01,224946.20000000007,112242.1000000001,254400.99999999985,502702.6999999996,176740.5,512423.49999999953,137679.1999999999,644908.1000000007
2013-07-01,225963.30000000008,112735.30000000009,255701.69999999987,505397.2999999996,177569.7,516202.19999999955,138490.0999999999,648725.9000000007
2013-08-01,226911.60000000006,113249.00000000009,256884.99999999985,507850.2999999996,178343.80000000002,520705.0999999995,139210.1999999999,652611.6000000007
2013-09-01,227716.90000000005,113613.20000000008,258025.49999999985,509894.89999999956,179084.2,524498.1999999995,139869.6999999999,656464.3000000006
2013-10-01,228760.60000000006,114027.80000000009,259024.39999999985,511839.7999999996,179797.30000000002,527227.0999999995,141481.2999999999,660523.0000000006
2013-11-01,229654.40000000005,114487.50000000009,260015.49999999985,514296.7999999996,180587.1,530615.8999999996,142825.6999999999,663921.0000000006
2013-12-01,230502.50000000006,114947.30000000009,261216.99999999985,516887.6999999996,181363.5,534003.2999999996,143663.99999999988,667588.3000000006
2014-01-01,231320.90000000005,115434.00000000009,262308.69999999984,519530.0999999996,182106.6,536893.3999999996,144609.0999999999,671290.9000000006
2014-02-01,232056.80000000005,115808.90000000008,263333.89999999985,521592.3999999996,182863.4,539617.4999999995,145312.49999999988,674647.5000000006
2014-03-01,232842.10000000003,116291.20000000008,264402.59999999986,524030.9999999996,183591.8,542590.0999999995,146218.1999999999,678188.6000000006
2014-04-01,233670.50000000003,116723.50000000009,265560.19999999984,526170.0999999996,184503.59999999998,545886.7999999995,146941.5999999999,681628.3000000005
2014-05-01,235368.90000000002,117197.50000000009,266550.9999999998,528073.3999999997,185237.39999999997,550613.1999999995,147888.99999999988,684942.8000000005
2014-06-01,236317.30000000002,117663.90000000008,267736.9999999998,530048.5999999996,186017.39999999997,554863.2999999995,148715.0999999999,688152.2000000005
2014-07-01,237306.40000000002,118133.80000000008,269577.19999999984,532295.0999999996,186829.59999999998,560596.7999999995,149502.89999999988,692324.0000000006
2014-08-01,238174.7,118580.10000000008,270768.7999999998,534224.4999999997,187818.69999999998,568014.5999999994,150312.79999999987,695474.8000000006
2014-09-01,239086.0,119166.90000000008,271839.2999999998,536645.6999999996,188551.99999999997,571960.6999999994,151150.99999999988,698277.5000000006
2014-10-01,239868.3,119656.60000000008,272963.5999999998,538676.5999999996,189281.89999999997,574865.7999999993,151688.1999999999,701184.2000000005
2014-11-01,242707.3,120133.10000000008,273877.7999999998,540480.7999999996,190035.99999999997,578378.9999999993,152378.49999999988,704129.7000000005
2014-12-01,244359.59999999998,120637.50000000007,274875.3999999998,542203.1999999996,190835.49999999997,581512.8999999993,152981.89999999988,707198.2000000005
2015-01-01,245402.69999999998,121113.80000000008,275926.99999999977,544302.3999999996,191657.59999999998,584512.0999999993,153693.89999999988,710204.5000000006
2015-02-01,246246.69999999998,121569.60000000008,276782.1999999998,546071.1999999996,192392.89999999997,587051.6999999993,154306.5999999999,713897.5000000006
2015-03-01,247287.4,121994.80000000008,277780.3999999998,547977.5999999996,193120.49999999997,590816.4999999993,154981.1999999999,716910.9000000006
2015-04-01,248196.4,122439.70000000007,278825.49999999977,549582.6999999996,193749.89999999997,593896.9999999993,155838.6999999999,719464.3000000006
2015-05-01,249005.69999999998,122878.40000000007,280044.99999999977,552366.1999999996,194480.89999999997,597219.3999999993,156670.5999999999,722336.5000000006
2015-06-01,249811.59999999998,123352.10000000006,281241.49999999977,554419.3999999996,195221.99999999997,600034.9999999993,157441.7999999999,725218.3000000006
2015-07-01,250755.59999999998,123830.60000000006,282422.49999999977,556116.8999999996,195966.99999999997,602408.8999999993,158275.8999999999,727975.6000000007
2015-08-01,251739.09999999998,124330.30000000006,283662.49999999977,557623.0999999995,196661.29999999996,605946.5999999993,158969.3999999999,730741.5000000007
2015-09-01,252623.89999999997,124791.50000000006,284617.59999999974,558999.4999999995,197328.09999999995,609189.3999999993,159981.6999999999,733391.4000000007
2015-10-01,253558.99999999997,125765.70000000006,285537.49999999977,560366.8999999996,198123.69999999995,612118.3999999993,160745.8999999999,736206.1000000007
2015-11-01,254330.59999999998,126239.80000000006,286620.3999999998,561726.9999999995,198894.99999999994,617722.3999999993,161484.4999999999,738906.0000000007
2015-12-01,255052.89999999997,126809.20000000006,287706.5999999998,563143.5999999995,199766.99999999994,621942.1999999994,162141.7999999999,741704.2000000007
2016-01-01,255919.29999999996,127210.70000000006,288948.2999999998,564470.8999999996,200588.99999999994,625969.2999999993,163522.1999999999,744288.5000000007
2016-02-01,256793.89999999997,127672.90000000005,290031.0999999998,565574.2999999996,201304.49999999994,630049.3999999993,164370.3999999999,746924.9000000007
2016-03-01,257628.89999999997,128104.30000000005,291225.1999999998,566754.3999999996,202100.89999999994,633780.9999999993,165075.1999999999,749407.1000000007
2016-04-01,258698.49999999997,128644.50000000004,292235.99999999977,569719.7999999996,203287.19999999992,667946.5999999989,165962.2999999999,753926.1000000007
2016-05-01,259752.99999999997,129199.00000000004,293396.09999999974,572673.5999999995,204345.79999999993,684531.9999999995,167100.2999999999,758583.5000000007
2016-06-01,261160.89999999997,129678.60000000005,295072.29999999976,575593.5999999995,205231.69999999992,693965.9999999995,167985.7999999999,763089.5000000007
2016-07-01,262418.69999999995,130223.60000000005,296458.6999999998,580040.7999999995,206108.79999999993,701327.6999999996,168980.8999999999,768052.0000000007
2016-08-01,263613.39999999997,130888.70000000006,297525.79999999976,583082.5999999995,207008.79999999993,708327.2999999997,169771.3999999999,773367.3000000007
2016-09-01,265028.89999999997,131751.30000000005,298906.09999999974,586951.8999999996,207930.59999999992,714054.5999999997,170606.6999999999,777990.3000000007
2016-10-01,266116.39999999997,142377.80000000016,299990.79999999976,590290.5999999995,208828.79999999993,719194.9999999998,171429.5999999999,782661.8000000007
2016-11-01,267135.8,145900.10000000015,301109.49999999977,592942.2999999995,209731.49999999994,724148.1999999997,172165.0999999999,801289.8000000006
2016-12-01,268223.7,147779.20000000016,302370.59999999974,598392.5999999995,210585.49999999994,728972.6999999997,172912.6999999999,814177.4000000006
2017-01-01,269222.0,149079.30000000016,303542.39999999973,604469.6999999995,211541.39999999994,733530.7999999997,173561.7999999999,822069.3000000006
2017-02-01,270010.9,150123.30000000016,304725.09999999974,608345.5999999995,212332.39999999994,737132.7999999997,174207.2999999999,827801.4000000006
2017-03-01,271056.80000000005,151195.70000000016,306177.99999999977,612034.7999999995,213243.69999999995,741731.0999999996,175271.3999999999,833763.9000000006
2017-04-01,272249.30000000005,152091.50000000015,307327.8999999998,615307.4999999994,214102.39999999997,746272.8999999996,176158.59999999992,839100.2000000007
2017-05-01,273569.4,152992.70000000016,308573.0999999998,618782.5999999994,215101.19999999995,752044.2999999996,176893.4999999999,844596.2000000007
2017-06-01,275927.3,153878.10000000015,309789.0999999998,622221.4999999994,215940.39999999997,757627.4999999995,177683.7999999999,849693.4000000006
2017-07-01,277430.1,154726.70000000016,311357.8999999998,625629.8999999994,216808.19999999998,766735.6999999996,178738.3999999999,855292.9000000006
2017-08-01,278839.89999999997,155540.50000000017,312762.99999999977,629815.1999999994,217705.49999999997,774401.2999999996,179536.09999999992,860498.7000000007
2017-09-01,279939.1,156281.7000000002,313911.6999999998,632598.6999999994,218602.79999999996,779499.1999999996,180563.3999999999,865535.2000000007
2017-10-01,281049.6,157024.9000000002,315076.3999999998,635997.6999999994,219559.49999999997,784005.1999999996,181487.2999999999,870282.3000000006
2017-11-01,282100.0,157762.3000000002,316084.49999999977,639071.9999999994,220407.49999999997,788461.7999999996,182601.0999999999,874484.0000000006
2017-12-01,283252.4,158531.3000000002,317120.59999999974,642227.4999999994,221412.89999999997,793359.7999999996,183370.39999999988,878903.4000000006
2018-01-01,284253.9,159294.8000000002,318330.79999999976,645375.2999999995,222374.19999999995,797998.5999999996,183994.49999999988,883237.8000000006
2018-02-01,285249.5,160159.5000000002,319328.29999999976,647880.8999999994,223278.59999999995,803364.1999999996,185190.99999999988,887171.1000000007
2018-03-01,286208.0,160833.70000000022,320531.89999999973,650410.9999999994,224229.29999999996,810801.1999999997,185889.29999999987,891182.8000000006
2018-04-01,287187.0,163748.8000000002,321632.89999999973,652916.7999999995,225122.39999999997,815570.9999999998,186531.99999999988,895216.0000000006
2018-05-01,288690.4,164750.2000000002,322778.09999999974,655773.1999999995,226010.39999999997,820952.3999999998,187198.99999999988,899355.0000000006
2018-06-01,289905.7,165628.8000000002,323981.09999999974,658667.2999999995,228512.49999999997,824913.3999999998,187937.6999999999,903210.7000000005
2018-07-01,291007.4,166447.10000000018,325110.1999999997,661827.4999999994,230177.59999999998,828880.1999999997,188669.49999999988,907428.6000000006
2018-08-01,292175.80000000005,167201.2000000002,326474.1999999997,664552.4999999994,231490.39999999997,833046.1999999997,189494.6999999999,911733.7000000005
2018-09-01,293160.20000000007,167966.50000000017,332635.29999999976,667540.6999999994,232588.69999999995,839229.3999999998,190127.8999999999,915110.9000000005
2018-10-01,294449.70000000007,168688.30000000016,334557.79999999976,670277.0999999994,233831.49999999994,845623.0999999999,190799.7999999999,919000.2000000005
2018-11-01,296975.9,169393.40000000017,336469.59999999974,672772.3999999994,235206.09999999995,849962.1999999998,191471.2999999999,923069.9000000005
2018-12-01,298340.7,170108.60000000018,337729.6999999997,675207.0999999994,236238.19999999995,853530.2999999998,192009.8999999999,926922.2000000005
2019-01-01,299491.60000000003,170853.10000000018,338952.9999999997,677570.9999999994,237231.19999999995,858157.7999999998,192657.6999999999,930608.5000000006
2019-02-01,301049.30000000005,171430.2000000002,340208.0999999997,679912.1999999994,238084.99999999994,862640.8999999998,193283.5999999999,933863.2000000005
2019-03-01,302146.60000000003,172038.3000000002,341394.4999999997,682282.7999999993,238985.09999999995,867520.4999999998,193912.2999999999,937535.3000000005
2019-04-01,302989.00000000006,172737.3000000002,342519.0999999997,684461.3999999993,239991.79999999996,872970.4999999998,194673.4999999999,941192.9000000005
2019-05-01,303990.30000000005,173431.8000000002,343707.7999999997,686748.8999999993,240869.39999999997,877553.5999999997,195456.4999999999,944947.4000000005
2019-06-01,306706.2,174101.3000000002,344938.1999999997,688967.3999999993,241711.09999999998,881162.0999999997,196114.9999999999,949432.2000000005
2019-07-01,308376.8,174792.3000000002,346145.1999999997,691322.0999999993,242482.19999999998,885483.7999999997,196988.19999999992,953339.9000000005
2019-08-01,309651.6,175439.2000000002,347359.7999999997,693412.5999999993,243349.99999999997,889368.5999999996,197767.39999999994,957197.7000000005
2019-09-01,310744.6,176096.7000000002,348509.4999999997,695567.9999999993,244136.89999999997,892776.8999999997,198582.69999999992,960860.7000000005
2019-10-01,312029.69999999995,176821.9000000002,349581.39999999973,697611.2999999993,245002.39999999997,896475.0999999996,199270.89999999994,964334.1000000006
2019-11-01,313082.69999999995,177618.0000000002,350518.89999999973,699778.3999999993,245906.49999999997,899666.7999999996,199854.09999999995,967332.7000000005
2019-12-01,314160.19999999995,178384.5000000002,351760.1999999997,702791.7999999993,246719.59999999998,903393.3999999996,200801.59999999995,970808.1000000006
2020-01-01,315282.1,179147.3000000002,352854.9999999997,705117.5999999994,247585.49999999997,907663.2999999996,201554.79999999996,974168.2000000005
2020-02-01,316317.5,179828.7000000002,353881.89999999973,707448.4999999994,248435.09999999998,911099.5999999995,202201.59999999995,977151.1000000006
2020-03-01,317812.5,180543.50000000017,355003.79999999976,709669.6999999994,249252.59999999998,914682.8999999996,202862.19999999995,980277.2000000005
2020-04-01,324322.50000000006,181213.40000000017,356061.79999999976,712127.7999999993,250064.39999999997,918641.8999999996,203523.39999999997,983394.3000000005
2020-05-01,333560.4000000004,181854.00000000017,357241.29999999976,714736.6999999994,250940.39999999997,923283.5999999995,204296.39999999997,987011.9000000005
2020-06-01,336352.4000000004,182521.90000000017,358417.09999999974,716978.9999999994,251752.69999999995,930670.9999999995,205023.19999999995,990514.8000000005
2020-07-01,340633.00000000035,183144.20000000016,359670.49999999977,719222.0999999994,252536.89999999997,934279.7999999996,205787.99999999994,994004.6000000006
2020-08-01,342312.00000000035,183810.90000000017,360870.99999999977,721485.7999999993,253360.49999999997,937913.0999999995,206726.89999999994,997304.6000000006
2020-09-01,343999.70000000036,184399.10000000018,362067.8999999998,724049.4999999993,254157.79999999996,941465.5999999995,208284.29999999993,1002512.1000000006
2020-10-01,345371.00000000035,185005.7000000002,363186.3999999998,726651.2999999993,255040.19999999995,945004.5999999995,209839.29999999993,1007069.5000000006
2020-11-01,346569.20000000036,185673.7000000002,364223.0999999998,729236.6999999994,255879.69999999995,948867.5999999995,211269.89999999994,1011458.0000000006
2020-12-01,348157.30000000034,186290.2000000002,365539.9999999998,732439.2999999993,256727.29999999996,952795.6999999995,212719.89999999994,1016078.2000000005
2021-01-01,349297.4000000003,186944.9000000002,366980.7999999998,734818.9999999993,257596.59999999995,955641.6999999995,214296.19999999992,1020538.6000000006
2021-02-01,350407.80000000034,187518.5000000002,368103.2999999998,736836.3999999993,258591.69999999995,958431.7999999995,215485.89999999994,1038631.5000000007
2021-03-01,351890.70000000036,188184.1000000002,369404.4999999998,739597.9999999993,259537.39999999997,961777.2999999995,217645.49999999994,1048885.9000000006
2021-04-01,353148.20000000036,188802.80000000022,370488.69999999984,742242.2999999993,260466.79999999996,966941.3999999994,219572.69999999995,1055853.1000000006
2021-05-01,354400.9000000004,189476.80000000022,372088.39999999985,745221.5999999994,261315.09999999995,972503.7999999995,221277.29999999996,1062409.1000000006
2021-06-01,356063.1000000004,190049.70000000022,373434.2999999999,747917.6999999994,262090.99999999994,977895.3999999994,223040.29999999996,1068435.8000000005
2021-07-01,358056.50000000035,190688.70000000022,374734.6999999999,751126.9999999994,262980.89999999997,985296.4999999995,224898.09999999995,1074063.2000000004
2021-08-01,360293.9000000003,191361.80000000022,376003.1999999999,755905.9999999994,264177.49999999994,988798.5999999995,226636.89999999994,1079456.6000000003
2021-09-01,364811.70000000024,192042.40000000023,377276.2999999999,758388.4999999994,265153.69999999995,992066.9999999995,228204.09999999995,1084529.7000000004
2021-10-01,367644.00000000023,192715.40000000023,378429.2999999999,761116.8999999994,266078.89999999997,995135.0999999995,229559.89999999994,1090039.6000000003
2021-11-01,371123.70000000024,193402.20000000022,379550.1999999999,763559.5999999994,266902.69999999995,998017.5999999995,230977.59999999995,1094902.4000000004
2021-12-01,373540.60000000027,193975.40000000023,380633.3999999999,766953.0999999994,267959.39999999997,1004952.0999999995,232842.69999999995,1099448.5000000005
2022-01-01,375864.20000000024,194543.00000000023,381767.9999999999,769430.7999999993,269029.6,1012429.1999999995,234354.59999999995,1104256.5000000005
2022-02-01,377958.60000000027,195092.70000000024,383044.6999999999,771563.2999999993,269820.1,1017675.2999999995,235641.69999999995,1108376.6000000006
2022-03-01,380447.10000000027,195728.50000000023,384304.0999999999,773685.3999999993,270716.39999999997,1022765.3999999994,237403.69999999995,1130707.0000000007
